phase,family,label,tail,d_n_active_features,d_edge_density,d_mean_top50_score,d_top10_over_top50,d_layer_entropy,d_mean_error_node_weight,d_logit_gap,d_layer_stats_mean,d_layer_stats_std,d_layer_stats_median,d_layer_stats_entropy_bits,d_topk20_score_total,d_topk20_score_gini,d_density_at_0.50,d_density_at_0.60,d_density_at_0.70,d_density_at_0.80,d_density_at_0.90,d_density_at_0.95,d_density_at_0.99,d_n_edges_at_0.50,d_n_edges_at_0.60,d_n_edges_at_0.70,d_n_edges_at_0.80,d_n_edges_at_0.90,d_n_edges_at_0.95,d_n_edges_at_0.99,d_n_edges_total_at_0.50,d_n_edges_total_at_0.60,d_n_edges_total_at_0.70,d_n_edges_total_at_0.80,d_n_edges_total_at_0.90,d_n_edges_total_at_0.95,d_n_edges_total_at_0.99,d_n_kept_at_0.50,d_n_kept_at_0.60,d_n_kept_at_0.70,d_n_kept_at_0.80,d_n_kept_at_0.90,d_n_kept_at_0.95,d_n_kept_at_0.99,d_n_nodes_total_at_0.50,d_n_nodes_total_at_0.60,d_n_nodes_total_at_0.70,d_n_nodes_total_at_0.80,d_n_nodes_total_at_0.90,d_n_nodes_total_at_0.95,d_n_nodes_total_at_0.99
l1,numeric_validity,true,the_answer_is,614.0,-0.00525127998761493,0.006496432242020741,0.12422470597573085,0.08900609079329533,0.011432991496154241,-0.4406890571281812,-0.2856331675295,-0.09470718305541623,-0.03571428571428571,-0.01638793932100389,0.23570254863670925,0.12868247113618597,0.020035916384239662,-0.00781923975362906,-0.00694017002496756,-0.005042936748944802,-0.002447289523342913,-0.0011883909592952072,-0.0006089218282640549,-7649.607142857143,-34076.17857142857,-83659.25,-161786.0,-228180.5357142857,-208828.42857142858,-142693.35714285713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-103.71428571428571,-148.92857142857142,-170.21428571428572,-167.89285714285714,-127.53571428571429,-87.96428571428571,-44.357142857142854,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l1,numeric_validity,true,true_or_false,697.0625,-0.005211376011615352,0.003502375297092044,0.18617867014705008,-0.0710288160526754,0.014257358387112617,0.5667356642574353,-0.21177596087411887,-0.04724972512590114,-0.90625,-0.0036428315452790017,0.12446376682748905,0.22512245954905366,-0.0043569219211452214,-0.0001417772917532015,-0.004920804063369734,-0.005503596507718617,-0.004758098917673407,-0.004599356777886205,-0.003808464274577892,-8996.34375,-22094.40625,-57376.0625,-118825.15625,-215337.875,-296225.28125,-336828.28125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.09375,-87.5,-95.875,-86.4375,-63.65625,-48.3125,-30.78125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l1_l2,geometry_claim,false,answer_colon,355.8333333333333,-0.008778429235671919,0.0059015836360049425,0.10520367086507708,0.08401978251776294,-0.005928362409273784,0.29141976495911476,-0.18712041062980203,-0.19316873419641567,-0.3333333333333333,-0.028312202534029957,0.22686266976719102,0.1001182852922932,0.008213142693518175,-0.018412816007674023,-0.015720782689868734,-0.00829637820794355,-0.0027081469583342724,0.0009176211964008844,0.004599024434635839,-1568.3333333333333,-9675.0,-9219.166666666666,62071.166666666664,279074.8333333333,446003.0,460928.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.0,-2.5,49.166666666666664,146.0,244.83333333333334,228.5,72.16666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l1_l2,geometry_claim,false,the_answer_is,309.4,-0.009769659379487464,0.006237204420700437,0.13092522070555965,0.06712447144676012,0.002343350648880005,0.0005465494922512138,-0.18972119632940404,-0.2073086361740014,-0.2,-0.03071297488392304,0.23895885336678474,0.11364532695853273,0.00417544736621569,-0.009086243230999453,-0.01346978277142467,-0.009953949130342355,-0.005180270926369179,-0.001984305920194396,0.0009746576234240523,-4626.0,-17984.4,-44607.6,-33908.8,74395.8,162938.2,138336.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-51.6,-60.4,-41.4,44.8,145.2,143.0,35.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l1_l2,geometry_claim,false,true_or_false,38.0,-0.012338728848376807,0.0010744248045496836,0.11997986277143254,-0.2376505376773932,0.006580049792925517,-1.3753113301808695,-0.248422793552913,-0.23337541244138263,-0.3333333333333333,-0.03135291615665695,0.03495215773333863,0.2120979219850062,-0.020578014837381847,-0.017259025825636463,-0.016445507632226592,-0.014101646429235254,-0.012569020565006117,-0.01198983399564873,-0.011257110540101306,-4566.333333333333,-13062.166666666666,-38857.166666666664,-92150.16666666667,-244904.0,-441261.6666666667,-718771.1666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.666666666666666,0.0,15.166666666666666,41.166666666666664,59.666666666666664,51.5,26.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l1_l2,geometry_claim,true,answer_colon,349.8,-0.0069166347019003925,0.0062928540169959885,0.0846183497356374,0.139608455284936,-0.007617080211639404,2.6618545681316417,-0.17749616617877848,-0.16841760131411831,-0.2,-0.028318713914540793,0.23859505467116832,0.08275467224300527,0.01666224117091389,-0.015958690820274967,-0.01099963286935996,-0.005927154385286693,-0.0008233454012654795,0.002068972102642569,0.004926451986131846,-1924.4,-13398.2,-14383.2,34405.8,238679.8,413527.8,444988.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-32.0,-23.6,16.2,93.0,186.6,185.4,55.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l1_l2,geometry_claim,true,the_answer_is,291.6,-0.00866193031957976,0.006461628504213878,0.12531625239420213,0.05315349889618091,0.002069699764251709,1.4230319448181308,-0.18614830596787185,-0.20048227609379232,-0.4,-0.029790356544951102,0.24745328377757686,0.10711693367510637,0.0058394094206087824,-0.0061509902333595715,-0.011159039643659214,-0.008840200214651279,-0.004790869558964244,-0.0022032662861031283,0.00057784119293659,-4914.4,-18284.2,-45904.6,-49838.0,26127.8,97001.4,84457.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-56.6,-68.2,-55.0,14.8,102.8,109.8,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l1_l2,geometry_claim,true,true_or_false,-11.4,-0.013199577026727957,0.0010960687165570563,0.11893340387585534,-0.23537806548992107,0.006472361087799072,-1.2748295781505032,-0.25314545197348226,-0.23336275903725118,-0.4,-0.032885686773567,0.0356808836950222,0.2111074600173714,-0.024447736958439863,-0.01943753910866789,-0.01854269160564369,-0.015007267568348238,-0.012899022610041954,-0.01223366187154445,-0.011607172462091603,-4942.2,-13209.6,-40743.4,-92152.0,-242059.6,-445454.2,-742389.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.4,5.4,23.4,51.4,68.4,55.8,27.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l1_l2,numeric_open,true,answer_colon,165.80769230769232,-0.0015173862349744703,-1.2310542927913729e-06,0.04933937963691902,-0.3709119416278013,-0.01375924738553854,-3.645857207601859,-0.22794972468521496,-0.1778897069839593,-0.8461538461538461,-0.02012350765275695,-3.21542616652771e-05,0.05171290457409017,-0.0016483376728549115,-0.007583153689602588,-0.00620407277836026,-0.0015180237213819293,0.002703160872755042,0.004687454969187099,0.00704893870598885,2054.8846153846152,8406.5,37719.153846153844,139511.15384615384,358551.3846153846,491048.5,588112.6153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,51.65384615384615,105.65384615384616,167.19230769230768,189.69230769230768,146.30769230769232,43.69230769230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l1_l2,numeric_validity,false,answer_colon,451.88,0.0062823703609972085,0.004324903697968693,0.07000789424635932,0.11818865474550577,-0.002859302759170532,-4.524727846461051,-0.28548204408888067,-0.16419326414970972,0.0,-0.03148175394464477,0.1593940738303354,0.08294791023946946,0.023310247044108473,0.005824186474634602,0.005951053871295537,0.007603876902339027,0.005159638950529779,0.004616333984255975,0.005015342377526329,-1019.12,-6552.28,-10370.92,14673.48,106561.0,222216.68,322618.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-32.72,-44.68,-48.16,-39.92,0.24,25.04,-0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0
