phase,prompt_id,family,tail,label,d_n_active_features,d_edge_density,d_mean_top50_score,d_top10_over_top50,d_layer_entropy,d_mean_error_node_weight,d_logit_gap,d_layer_stats_mean,d_layer_stats_std,d_layer_stats_median,d_layer_stats_entropy_bits,d_topk20_score_total,d_topk20_score_gini,d_density_at_0.50,d_density_at_0.60,d_density_at_0.70,d_density_at_0.80,d_density_at_0.90,d_density_at_0.95,d_density_at_0.99,d_n_edges_at_0.50,d_n_edges_at_0.60,d_n_edges_at_0.70,d_n_edges_at_0.80,d_n_edges_at_0.90,d_n_edges_at_0.95,d_n_edges_at_0.99,d_n_edges_total_at_0.50,d_n_edges_total_at_0.60,d_n_edges_total_at_0.70,d_n_edges_total_at_0.80,d_n_edges_total_at_0.90,d_n_edges_total_at_0.95,d_n_edges_total_at_0.99,d_n_kept_at_0.50,d_n_kept_at_0.60,d_n_kept_at_0.70,d_n_kept_at_0.80,d_n_kept_at_0.90,d_n_kept_at_0.95,d_n_kept_at_0.99,d_n_nodes_total_at_0.50,d_n_nodes_total_at_0.60,d_n_nodes_total_at_0.70,d_n_nodes_total_at_0.80,d_n_nodes_total_at_0.90,d_n_nodes_total_at_0.95,d_n_nodes_total_at_0.99
l1,tri_v2_001,numeric_validity,answer_colon,false,922.0,0.0028280067618952354,0.0056980768451467155,0.16077335957099775,0.2667558699480783,0.02022215723991394,-3.501614190344036,-0.253948856612908,-0.0786463960005328,0.0,-0.01014260135007472,0.21227664669277146,0.1516774614645553,0.02324763879579575,0.0028934429183198884,0.0033913819512779164,0.0044144495642084725,0.0029550009300003677,0.0026572791703007304,0.0022240068331975393,-4665.0,-19644.0,-47696.0,-80037.0,-83172.0,-20494.0,60305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-75.0,-104.0,-127.0,-138.0,-107.0,-70.0,-39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l1,tri_v2_002,numeric_validity,answer_colon,true,618.0,0.0006508319669034368,0.006718402380938642,0.00940845993654793,0.09310309078441081,-0.002561032772064209,2.813831680734453,-0.19207686233678167,0.014790468625204056,0.0,-0.014516272436793543,0.2529408295522444,-0.027237878122503945,0.021008361100566975,0.004250118449320522,0.0008884834671573638,0.0016454494813027687,-0.0010771121206533119,0.00024167861914953237,0.001442602360868045,-3458.0,-15566.0,-39304.0,-59664.0,-71409.0,15999.0,94024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-63.0,-95.0,-105.0,-91.0,-37.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l1,tri_v2_003,numeric_validity,true_or_false,false,749.0,-0.005707079676818272,0.004278598245309695,0.1941050818696285,0.057514367038351555,0.020522773265838623,1.125326501957053,-0.29146844712574094,-0.10630977937281028,-1.0,-0.007349228693609433,0.15604845575944637,0.23903154406602165,0.0031955619499025034,-0.0029023301622077002,-0.008455302318587238,-0.005678503424862091,-0.0021773713911861503,-0.0028472203998221035,-0.0017613776813129312,-8904.0,-28494.0,-81843.0,-150783.0,-201813.0,-267441.0,-228974.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-76.0,-105.0,-126.0,-118.0,-94.0,-70.0,-43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l1,tri_v2_004,numeric_validity,true_or_false,true,498.0,-0.0036004145317269226,0.0036669764877296984,0.17732055443643202,0.15705281040985497,0.013110578060150146,0.7560935265362025,-0.21965454820398556,-0.05109200903790079,-1.0,-0.004859374736686739,0.1298423295847897,0.20373301446408715,-0.002405765708806823,0.0041724017075020214,-0.0012220322769330438,-0.0036893232376077334,-0.003600518122443108,-0.004003625292624324,-0.003174794175060086,-9210.0,-21154.0,-54476.0,-127760.0,-233047.0,-340108.0,-336642.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-73.0,-94.0,-109.0,-113.0,-94.0,-84.0,-49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l1,tri_v2_005,numeric_validity,true_or_false,false,698.0,-0.007188700628449021,0.0036070452142121213,0.155840260644157,0.02082709594272325,0.01743769645690918,1.125725713039614,-0.19354594778357104,0.00026775879380114276,0.0,-0.002892782305014663,0.1262875715347036,0.19931555935205827,-0.004108771069389061,-0.001748065620747613,-0.0055527263411936645,-0.0078068454138198184,-0.005565783773045341,-0.004392339455744215,-0.003394568339533166,-8984.0,-25139.0,-65380.0,-153614.0,-250338.0,-307146.0,-313577.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.0,-93.0,-108.0,-105.0,-74.0,-59.0,-33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l1,tri_v2_006,numeric_validity,answer_colon,true,1027.0,0.013247181364248878,0.005964044340653345,0.044654590273492056,-0.0442230261683525,-0.0025968551635742188,-4.56577778422723,-0.14943395505969903,-0.007038817445399914,0.0,-0.0089410595082553,0.22727883653715253,-0.00030728729729795345,0.03802771671922778,0.010365019388730051,0.010992312532277532,0.015898104624953863,0.009060904304729028,0.006292789925446185,0.005335574642413021,-1418.0,-9602.0,-15116.0,30810.0,82417.0,124176.0,236332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-53.0,-73.0,-88.0,-97.0,-82.0,-68.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l1,tri_v2_007,numeric_validity,true_or_false,false,711.0,-0.006328959841988058,0.004043070565330709,0.1748019611785005,-0.13379798475375493,0.015990525484085083,1.001126074757217,-0.22028491890130653,-0.07192155108555198,-1.0,-0.010414299225248946,0.1431550901324954,0.1985977043955381,-0.005784138403943706,-0.004197454230292913,-0.008634630730393694,-0.006797479908146636,-0.00456697104207629,-0.0034277960172959254,-0.0031878786277591276,-7963.0,-22421.0,-59921.0,-120439.0,-190875.0,-231085.0,-304981.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-57.0,-74.0,-76.0,-71.0,-47.0,-39.0,-34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l1,tri_v2_008,numeric_validity,the_answer_is,false,550.0,-0.0026104076930143355,0.0059660621896182415,0.10454825546427382,-0.013775862970103692,0.004959285259246826,-2.624692311518345,-0.29039189151556677,-0.10731850497343842,0.0,-0.01446307109626499,0.21540796828776365,0.11436944799592708,0.002074733254067457,-0.010697984548790923,-0.007494014512522185,-0.0017872537965165913,0.0007217663916620765,0.0009420212413843998,0.0022865453617250953,-7394.0,-27867.0,-60925.0,-85233.0,-70606.0,-48865.0,59142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-83.0,-112.0,-114.0,-94.0,-61.0,-46.0,-39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l1,tri_v2_009,numeric_open,answer_colon,true,541.0,0.0012403316808993065,-1.314720242362455e-06,0.01323612550662795,-0.37076537488387995,-0.013559281826019287,-3.8914781115330426,-0.23048287548565227,-0.127406899968749,-1.0,-0.005431740065093393,-3.482607084848155e-05,-0.00846844316536588,-0.02664441585354807,-0.01197027433338474,-0.006024739162165893,0.0019706538698051057,0.0040803922124447445,0.004578267298118166,0.006874451716187918,3911.0,27085.0,93436.0,257097.0,462471.0,498707.0,542299.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,129.0,204.0,251.0,229.0,151.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l1,tri_v2_010,numeric_open,answer_colon,true,603.0,-0.0015302033433432088,-4.529508700841234e-06,0.03682333969262447,-0.1561503792837846,-0.012082338333129883,-3.9794145661489457,-0.23607990583561111,-0.12916424964206552,-1.0,-0.007306078403646055,-0.00011943765394306638,0.03500480008804102,-0.007584596626993262,-0.008707788621987345,-0.007918723765262148,-0.0010006777475795592,0.005068495265894729,0.006355249944200725,0.008381857155994071,3874.0,18819.0,62960.0,206591.0,500958.0,629586.0,672727.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,95.0,170.0,244.0,251.0,186.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l1,tri_v2_011,numeric_validity,true_or_false,true,717.0,-0.006971954514651921,0.003659388692904031,0.1977499716047294,-0.16106294086263118,0.017818748950958252,0.8781724658700045,-0.25183451999394,-0.07130810362685924,-1.0,-0.0038123307458395317,0.1314810976273293,0.2390584805482243,-0.001131513340102308,-0.0006190988017078236,-0.008458113771114495,-0.007429411177702294,-0.005437194317202382,-0.005402012426422853,-0.004503747195859359,-8659.0,-23045.0,-65181.0,-129550.0,-217822.0,-304064.0,-387094.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-70.0,-89.0,-95.0,-80.0,-52.0,-32.0,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l1,tri_v2_012,geometry_claim,answer_colon,true,717.0,-0.013793466522971545,0.006339536586310715,0.08571136938781743,0.14314082556316832,-9.799003601074219e-05,5.7509831883562335,-0.28672222013720194,-0.16963573808390375,-1.0,-0.02096256289201115,0.2397608317551203,0.09439440365924961,-0.00019284852882511805,-0.03133384640231526,-0.0211750234975715,-0.014054700829352201,-0.007163374747145457,-0.003690072822403162,0.00040518629522262595,-3112.0,-18056.0,-25394.0,-7190.0,121799.0,220538.0,149795.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.0,-15.0,35.0,112.0,208.0,210.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l1,tri_v2_013,geometry_claim,the_answer_is,true,574.0,-0.008914627043329779,0.006596464333706535,0.12626868552051068,0.2246785194672296,0.0010498464107513428,1.4996663016512448,-0.23846202245567305,-0.14593245429473978,0.0,-0.012529416333086019,0.2512961526081199,0.1079153443466856,0.0025044618856221446,-0.012741824826860038,-0.013998836017332927,-0.008773570500276356,-0.005279076494597301,-0.0024915862714797454,0.0004195136563406032,-6552.0,-23531.0,-49541.0,-32538.0,48673.0,123872.0,84881.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-71.0,-81.0,-53.0,36.0,127.0,131.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l1,tri_v2_014,numeric_validity,answer_colon,true,814.0,-0.003400633133802483,0.0065767851227428765,0.035539004963395904,0.01243426905020728,0.017641127109527588,2.941510265353685,-0.1895369261353661,-0.03961503416252565,0.0,-0.0074241680301607715,0.26533038215711713,-0.007104103353870017,0.01798095651282114,-0.0034721978496034533,-0.006424004121092564,-0.0029561124799418192,0.00020338012304368935,-0.00010466172024611864,0.00016939872788163113,-2908.0,-12609.0,-36038.0,-65190.0,-23412.0,13600.0,2225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-53.0,-69.0,-75.0,-69.0,-21.0,10.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l1,tri_v2_015,geometry_claim,answer_colon,true,760.0,-0.014138391011738513,0.006442266149679198,0.10372872355095208,0.15409007517750206,-0.0005242824554443359,5.808647575504432,-0.2794004976400988,-0.16004342005249228,-1.0,-0.022267956955566603,0.2502508313045837,0.09867454747678606,-0.002097976680446062,-0.03168353326716594,-0.023467488796311414,-0.01411447446767855,-0.007740685459324881,-0.0044955273634067205,0.0002638426254174264,-4149.0,-21482.0,-34500.0,-10990.0,111440.0,175770.0,121709.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40.0,-28.0,26.0,109.0,210.0,202.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l1,tri_v2_016,numeric_validity,true_or_false,true,536.0,-0.006402809552318478,0.0031113731221375928,0.1845397900318586,-0.17740036694242045,0.010118067264556885,0.250386288935748,-0.1764546092802668,-0.022454348777550592,-1.0,-0.0034568793078992854,0.10909279588122445,0.23677503366725725,-0.008530959627149032,-0.0008817877758455495,-0.006442852159642881,-0.007155116904403319,-0.006592763488471348,-0.00563014119334207,-0.004447707928574907,-8905.0,-22309.0,-61960.0,-125816.0,-248977.0,-323813.0,-357510.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-65.0,-88.0,-97.0,-80.0,-58.0,-42.0,-23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l1,tri_v2_017,numeric_validity,true_or_false,true,620.0,-0.006367254216369189,0.002788353456035111,0.17429880197747205,-0.1053511475911475,0.007911741733551025,0.2522146058132493,-0.17848506720872592,-0.02823738915363805,-1.0,-0.0014895020292575722,0.09691612006099604,0.22625687661186644,-0.00873577620538521,0.002316399247943912,-0.0027454726086711956,-0.007179045147981705,-0.005609438661559496,-0.005340784408934818,-0.004053395632444751,-8518.0,-19028.0,-50298.0,-125826.0,-227310.0,-318478.0,-332852.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-61.0,-83.0,-93.0,-80.0,-60.0,-46.0,-24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l1,tri_v2_018,numeric_validity,answer_colon,false,953.0,0.005288057095063289,0.0057719512516632675,0.17359891959504242,0.22430600126796874,0.01118198037147522,-3.3720715269202435,-0.22268678775296102,-0.0694419861970923,0.0,-0.008345490818225443,0.21483604848617688,0.171553695536009,0.01813157243773844,-0.0001834550563421522,0.004714134970255968,0.007386690006066676,0.006023695294555209,0.0037219563718435267,0.0036596485992050343,-4962.0,-19792.0,-42622.0,-56459.0,-24722.0,21429.0,156946.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-73.0,-99.0,-120.0,-131.0,-112.0,-70.0,-38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l1,tri_v2_019,numeric_validity,the_answer_is,false,479.0,0.0011616495489646522,0.0048006336081016345,0.09157203315785961,-0.07244788390387935,0.005929887294769287,-1.1209351580195044,-0.29870467977382376,-0.12878319664838678,0.0,-0.015329804487470788,0.1605393512181763,0.12501125437979851,0.00939830053773516,-0.005267215000677672,-0.0013188135216603003,0.0022708203469519184,0.0015480597678792785,0.0022201059906390153,0.0017956034918868713,-6628.0,-24886.0,-51583.0,-66558.0,-67593.0,25675.0,59341.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-79.0,-100.0,-112.0,-101.0,-70.0,-32.0,-25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l1,tri_v2_020,numeric_validity,true_or_false,false,712.0,-0.006721035761219102,0.003081774084821518,0.178038150479633,-0.09079265555919314,0.007683545351028442,0.6197887670236426,-0.15040960265907266,-0.019099202821707628,-1.0,0.002674065858594865,0.10736824738160067,0.23291360960863874,-0.006856975736208193,0.0014220618666176965,-0.004932246167831528,-0.007593002219679429,-0.005432212613022708,-0.005282974710115768,-0.0035749937797275866,-8775.0,-20180.0,-56861.0,-132006.0,-210268.0,-295362.0,-295435.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-65.0,-85.0,-94.0,-83.0,-51.0,-35.0,-22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l1,tri_v2_021,numeric_validity,true_or_false,true,608.0,-0.0025377651942663643,0.003959981156094728,0.18775544390836224,-0.05912077584727049,0.013937324285507202,0.6256600610227472,-0.20919076849634344,-0.0611878739037488,-1.0,-0.006084126170311066,0.14168528414302273,0.21907940659244926,0.000291529606049834,0.0058419542798000546,-0.0017378309137230374,-0.002448281569342764,-0.0031475774706017923,-0.0032566058870468484,-0.003373727046708852,-8563.0,-17577.0,-49443.0,-103631.0,-191284.0,-270478.0,-335943.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-71.0,-85.0,-96.0,-97.0,-74.0,-65.0,-43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l1,tri_v2_022,numeric_validity,true_or_false,true,803.0,-0.006729000525098949,0.0037695260923464955,0.20456628949663602,-0.1638464833983968,0.017082393169403076,0.8765808205801915,-0.23864635332028428,-0.07606750567173126,-1.0,-0.004101304006044693,0.1360446611606676,0.24581664625594396,-0.003407059667165896,-0.0019429999913025686,-0.007405328713520454,-0.007152430902332585,-0.004635735903588456,-0.004988563813504376,-0.003423068082979569,-9341.0,-24456.0,-64389.0,-133118.0,-221556.0,-323308.0,-328298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-73.0,-93.0,-100.0,-89.0,-70.0,-53.0,-38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l1,tri_v2_023,geometry_claim,answer_colon,false,538.0,-0.005869398734876949,0.00530439494701568,0.06680941906256532,-0.11173916800162731,-0.0018488168716430664,-3.9314410912516005,-0.1812235436253804,-0.12130266624778674,0.0,-0.01958566233302772,0.20331652223831043,0.05762772508164005,-0.004287649890368617,-0.015974587680324753,-0.0112824621041957,-0.004688260536652222,-0.003197547794693112,-0.0011341759064471546,0.0005515163172941928,-5667.0,-22266.0,-45517.0,-23600.0,33904.0,67520.0,40668.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.0,-57.0,-47.0,12.0,76.0,63.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l1,tri_v2_024,numeric_open,answer_colon,true,733.0,-0.0023977025981323924,-2.029298126728918e-06,0.06663099412866491,-0.4109377073525118,-0.010325074195861816,-3.502437231631882,-0.22224743542033565,-0.11808149514731525,-1.0,-0.009850024252060052,-5.221371888808335e-05,0.08280136588620796,-0.013850136142321195,-0.012117975405875114,-0.009211952171988697,-0.0021732439919628643,0.0033457227643768905,0.004389612699207623,0.0065927445515809036,5554.0,23580.0,77014.0,214400.0,478605.0,559625.0,555833.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,123.0,200.0,258.0,261.0,193.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l1,tri_v2_025,numeric_validity,true_or_false,true,803.0,-0.006692103202938449,0.0037698465337234663,0.2045657990951985,-0.1638464833983968,0.017111361026763916,0.8765808205801915,-0.23864635332028428,-0.07606750567173126,-1.0,-0.004101304006044693,0.13605634644136444,0.24581080536446884,-0.0036960603585411422,-0.0014018971319767204,-0.0073331742058820315,-0.00710879781303303,-0.004691679868378373,-0.004985135766097298,-0.0034544262851738117,-9360.0,-24068.0,-64201.0,-132761.0,-222961.0,-323156.0,-330475.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-73.0,-93.0,-100.0,-89.0,-70.0,-53.0,-38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l1,tri_v2_026,numeric_validity,answer_colon,true,1210.0,0.012153493884447336,0.00639025581011083,0.02441700930682611,-0.05292825073471796,0.012593209743499756,-4.246011166851907,-0.21692948323270045,-0.05516204041555639,0.0,-0.011247133759270334,0.24660506879445165,-0.04010279821878876,0.032420009912021014,0.006847778215239658,0.012600376750452641,0.014940665749483745,0.008779061366640195,0.006095940873118572,0.003869189672854434,-4747.0,-18622.0,-30126.0,-27260.0,8917.0,69549.0,126726.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-79.0,-109.0,-130.0,-161.0,-129.0,-93.0,-56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l1,tri_v2_027,numeric_validity,answer_colon,true,928.0,-0.002802957620200941,0.00700307618593797,0.030169405471745958,-0.05200475246640002,0.023608297109603882,1.686423323600124,-0.21396510625301524,-0.04354086527252399,0.0,-0.007243778859542971,0.2777801488991827,-0.015155436463414329,0.023476735533039084,-0.0071289622415004195,-0.006903580068328807,-0.002399466776374898,-0.00013086392561656446,4.0609917094369674e-05,0.0006642658106073007,-2305.0,-14197.0,-36696.0,-64421.0,-39269.0,5086.0,15411.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,-71.0,-74.0,-73.0,-28.0,2.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l1,tri_v2_028,numeric_validity,true_or_false,true,616.0,-0.00732845150049484,0.0033076870945296833,0.16994839077018664,0.020468994637060867,0.012044817209243774,0.3672772243582063,-0.14313804349396797,0.01721320774110513,0.0,0.0020456094936669444,0.11452203155386087,0.2168052556677054,-0.0024830078754914386,-0.002360522558774558,-0.005217861252773959,-0.008087733847426115,-0.0069644730940493504,-0.0057304630056767,-0.004545086726088193,-9335.0,-26597.0,-67969.0,-160719.0,-300790.0,-366843.0,-368766.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-74.0,-100.0,-116.0,-111.0,-86.0,-61.0,-24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l1,tri_v2_029,geometry_claim,answer_colon,false,648.0,-0.016206295815963792,0.005695013345684856,0.11871952628704191,0.02124998766063646,-0.0010968446731567383,1.125946695495728,-0.2961630245990037,-0.18353555356827922,-1.0,-0.019135001454555045,0.2208858616068028,0.12723826367898122,-0.015221658022717105,-0.0336908226772524,-0.02749580759972106,-0.017196446443260988,-0.008014349204568949,-0.0034619082679001045,0.0004898019612916693,-2902.0,-12276.0,-13284.0,38907.0,224528.0,345628.0,204402.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.0,21.0,95.0,196.0,290.0,269.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l1,tri_v2_030,numeric_validity,answer_colon,true,993.0,0.010804966862344181,0.006678152642562054,0.037506126997222555,-0.14005190488943642,0.006298154592514038,-3.813242734112903,-0.1707171551233344,-0.02011552053878063,0.0,-0.009475879118713948,0.25676111632492393,-0.0307732813123211,0.03013623705675436,0.008234227138215922,0.010276519999369071,0.01357692551016551,0.00694470223406729,0.004644002482618176,0.0028613778804935652,-4835.0,-18734.0,-36578.0,-47176.0,-73639.0,-56837.0,44803.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-81.0,-115.0,-138.0,-177.0,-159.0,-129.0,-62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l1,tri_v2_031,numeric_validity,the_answer_is,false,745.0,-0.0008858933301215538,0.004633878660242771,0.14868424319475737,0.3349141084697971,0.009869515895843506,-1.8788360048206312,-0.25219594856246275,-0.057164623994034436,0.0,-0.009886816292684841,0.15539235847245436,0.20835327824386327,0.012590439998509728,0.0001448957085132263,0.0021604188290965665,-0.0004987869886134699,-0.0008607989986120224,-0.0002719997564378518,0.0005336526293400201,-6716.0,-25535.0,-59192.0,-117386.0,-185922.0,-143208.0,-47207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-90.0,-118.0,-143.0,-140.0,-116.0,-70.0,-35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l1,tri_v2_032,numeric_validity,true_or_false,false,453.0,-0.0038740211684966386,0.0044281467152541155,0.187404507703119,0.005551888168603192,0.01728379726409912,0.9975665136495135,-0.27860591211180186,-0.13392958381274145,-1.0,-0.00699484154119645,0.16028098439710448,0.2203707206090604,-0.004951333700016491,-0.004399687354638693,-0.0021469194867755337,-0.003489698153304771,-0.0029788265053852514,-0.0016979519791475994,-0.0014743909234721242,-10793.0,-31242.0,-67366.0,-145433.0,-233722.0,-247623.0,-225873.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-84.0,-111.0,-129.0,-135.0,-104.0,-87.0,-51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l1,tri_v2_033,numeric_open,answer_colon,true,561.0,-0.003440638337113666,-2.808969819767526e-07,0.04446780339149731,-0.27818237048829575,-0.010222375392913818,-2.395959082659493,-0.23582419070621974,-0.11882428039370208,-1.0,-0.011410811909321694,-7.0933099571846014e-06,0.042096269332261294,-0.026660874740918883,-0.01248417204700275,-0.009752728645673947,-0.0034723339388540164,0.0015988997897384005,0.0038575414867561275,0.0060605608345311035,2012.0,19552.0,60865.0,177917.0,378862.0,481274.0,485929.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,106.0,168.0,224.0,218.0,158.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l1,tri_v2_034,numeric_validity,answer_colon,false,685.0,0.004810096954535326,0.00514170925365761,0.03411554957722396,0.0553678626110683,-0.0020232796669006348,-2.250952182358686,-0.17609659579493275,-0.0012470479170376692,0.0,-0.016085404596122288,0.20172985934186727,0.02953068452645946,0.022283446462005863,0.004276518661608331,0.006879685654304413,0.006414343966049368,0.0034221004018082923,0.001402953761751674,0.001390911470663836,-2640.0,-10139.0,-16310.0,-27684.0,-44668.0,-41758.0,28310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-52.0,-64.0,-66.0,-79.0,-75.0,-48.0,-25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l1,tri_v2_035,numeric_validity,true_or_false,false,385.0,-0.006166864059941102,0.00434505641063879,0.18941838159183794,-0.019686365575209752,0.019682228565216064,1.1269278320471954,-0.27123900704092385,-0.08098875557586016,0.0,-0.00538866166426466,0.15708015040036116,0.2291738499619374,-0.003972213184554263,-0.0019320523504580411,-0.0032902993366696887,-0.0061836145084770144,-0.0038271073412073087,-0.002842923896767935,-0.0030898000208408882,-10666.0,-29295.0,-69687.0,-171987.0,-252341.0,-295872.0,-326020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-83.0,-110.0,-128.0,-140.0,-102.0,-86.0,-46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l1,tri_v2_036,numeric_validity,true_or_false,true,1012.0,-0.006145138994368041,0.0038820289546401907,0.2141773834475343,-0.14658555905128967,0.01957109570503235,1.131061340042585,-0.20840356915590696,-0.08301993153007903,-1.0,0.00255106024239371,0.14018512810434913,0.26967074277930714,0.0027026392574938107,-0.0017336766975834805,-0.007754003591076863,-0.006352352831865499,-0.0064002916386664,-0.005663773240088904,-0.004352526467383627,-8850.0,-24756.0,-70771.0,-140649.0,-266320.0,-346389.0,-380089.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-77.0,-98.0,-114.0,-108.0,-71.0,-50.0,-33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l1,tri_v2_037,numeric_validity,the_answer_is,true,589.0,-0.006621522466289692,0.006084747504355619,0.06419644451386314,0.15083692967478202,0.0014778971672058105,-3.9985994045525795,-0.2842184295842589,-0.10249852256439151,0.0,-0.01359253814535144,0.21543631043459754,0.10082330248817234,0.018317356391121364,-0.006027631320500576,-0.0067402646250395715,-0.006776644752914784,-0.0006742270810990436,0.002015630869853541,0.004909804785259486,-4295.0,-20262.0,-40303.0,-58394.0,31027.0,144194.0,296450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-63.0,-85.0,-69.0,-22.0,32.0,37.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l1,tri_v2_038,numeric_validity,true_or_false,true,592.0,-0.006037170573010106,0.003077139643864939,0.1840096456400877,-0.09085908200571868,0.012190431356430054,0.2551829060232702,-0.146436215622904,0.0006804613078923438,-1.0,0.0036029369840919756,0.108930852415142,0.2273974060798969,-0.008790786114685284,-0.0010516656126764168,-0.0043941168247979,-0.006656175689164767,-0.005640686101145681,-0.005127035340343505,-0.004475837730719717,-8782.0,-20525.0,-53989.0,-117545.0,-216535.0,-292519.0,-361737.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-64.0,-81.0,-91.0,-75.0,-52.0,-37.0,-24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l1,tri_v2_039,numeric_validity,answer_colon,false,860.0,0.009680776722123655,0.005448839686578139,0.08582319916416592,0.11169131084083572,-0.003741234540939331,-3.4995345426961784,-0.14207218138110633,-0.04044551118930961,0.0,-0.011122437769269133,0.21263366064522415,0.055346084549629415,0.019553563614695096,0.007263928696155497,0.005497317571961008,0.0122173178121254,0.0075810643219566265,0.00643569274559222,0.005369925424530214,-5055.0,-18154.0,-47200.0,-47595.0,-35061.0,62528.0,208042.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-75.0,-104.0,-130.0,-153.0,-133.0,-97.0,-59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
