phase,prompt_id,d_n_active_features,base_n_active_features,d_edge_density,base_edge_density,d_logit_gap,base_logit_gap,d_layer_stats_mean,base_layer_stats_mean,d_layer_stats_entropy_bits,base_layer_stats_entropy_bits,d_topk20_score_total,base_topk20_score_total,d_topk20_score_gini,base_topk20_score_gini,d_top10_over_top50,base_top10_over_top50
l1,tri_v2_020,712.0,24421.0,-0.006721035761219102,0.11904391125604191,0.6197887670236426,1.7514081724804527,-0.15040960265907266,8.646410875885508,0.002674065858594865,4.233162812797552,0.10736824738160067,0.00042096871584362816,0.23291360960863874,0.19173341071483133,0.178038150479633,0.35894253507128726
l1,tri_v2_021,608.0,25988.0,-0.0025377651942663643,0.12021195972669109,0.6256600610227472,1.6212879516551295,-0.20919076849634344,8.752693550869632,-0.006084126170311066,4.244709548226647,0.14168528414302273,0.0006808310936321504,0.21907940659244926,0.2388114529713379,0.18775544390836224,0.37805863095055153
l1,tri_v2_022,803.0,27718.0,-0.006729000525098949,0.11638040818134503,0.8765808205801915,1.7482743561366592,-0.23864635332028428,8.522332058590086,-0.004101304006044693,4.2137042453389375,0.1360446611606676,0.0004371496661406127,0.24581664625594396,0.2024387776289498,0.20456628949663602,0.36594609837959213
l1,tri_v2_023,538.0,22438.0,-0.005869398734876949,0.12376350555580402,-3.9314410912516005,1.7466390339227194,-0.1812235436253804,8.34347981103485,-0.01958566233302772,4.219148197259811,0.20331652223831043,0.038681382371578366,0.05762772508164005,0.3210366109506285,0.06680941906256532,0.4986052363573765
l1,tri_v2_024,733.0,28526.0,-0.0023977025981323924,0.11601865949064448,-3.502437231631882,-7.073971867025907,-0.22224743542033565,8.488045993129075,-0.009850024252060052,4.202142764636959,-5.221371888808335e-05,5.414233419287484e-05,0.08280136588620796,0.14655396328238915,0.06663099412866491,0.3088701575943292
l1,tri_v2_025,803.0,27718.0,-0.006692103202938449,0.11636544673122945,0.8765808205801915,1.7482743561366592,-0.23864635332028428,8.522332058590086,-0.004101304006044693,4.2137042453389375,0.13605634644136444,0.00043713944523915416,0.24581080536446884,0.2024404747560046,0.2045657990951985,0.3659451147173896
l1,tri_v2_026,1210.0,20601.0,0.012153493884447336,0.11253696389393107,-4.246011166851907,0.9985288300979285,-0.21692948323270045,9.108635503130916,-0.011247133759270334,4.279827293060815,0.24660506879445165,0.031009884201921523,-0.04010279821878876,0.35315825717496,0.02441700930682611,0.5192442567876769
l1,tri_v2_027,928.0,19609.0,-0.002802957620200941,0.11489745555160874,1.686423323600124,2.1246237644427612,-0.21396510625301524,8.87413942577388,-0.007243778859542971,4.244661966407728,0.2777801488991827,0.058221312472596765,-0.015155436463414329,0.3630220019238448,0.030169405471745958,0.5552997899397383
l1,tri_v2_028,616.0,26053.0,-0.00732845150049484,0.11926490119059352,0.3672772243582063,1.7532258041086113,-0.14313804349396797,8.852838444708862,0.0020456094936669444,4.247920597942623,0.11452203155386087,0.0004576823685056297,0.2168052556677054,0.1894893410010128,0.16994839077018664,0.35757737090227415
l1,tri_v2_029,648.0,19997.0,-0.016206295815963792,0.1285610288764863,1.125946695495728,1.5027047129446442,-0.2961630245990037,8.481922288343252,-0.019135001454555045,4.223826579446359,0.2208858616068028,0.03373034863034263,0.12723826367898122,0.2735054166224455,0.11871952628704191,0.46378325379487434
l1,tri_v2_030,993.0,19430.0,0.010804966862344181,0.11125435607207544,-3.813242734112903,0.8754687373409848,-0.1707171551233344,9.039835306227483,-0.009475879118713948,4.278073738278691,0.25676111632492393,0.02575724956113845,-0.0307732813123211,0.34619070787300965,0.037506126997222555,0.5056439915118079
l1,tri_v2_031,745.0,17773.0,-0.0008858933301215538,0.12509900407835967,-1.8788360048206312,-1.8731998001597274,-0.25219594856246275,9.121026275811625,-0.009886816292684841,4.292797233810092,0.15539235847245436,0.0005398556386353448,0.20835327824386327,0.1723698937994879,0.14868424319475737,0.35210421221486143
