run_id,qid,rank,layer,position,feature_idx,score,score_norm,sign
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-13,17,0,1,10345,1.011e-05,0.385253,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-13,18,0,1,6381,1.009e-05,0.384774,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-13,19,0,1,11167,9.98e-06,0.380313,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-13,20,23,26,13869,9.78e-06,0.372764,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-14,1,0,2,16200,2.155e-05,1.0,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-14,2,0,27,6051,1.712e-05,0.794233,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-14,3,0,1,16229,1.506e-05,0.698639,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-14,4,1,24,14349,1.476e-05,0.684677,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-14,5,1,1,11660,1.375e-05,0.637766,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-14,6,16,27,9223,1.244e-05,0.577148,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-14,7,24,27,4640,1.221e-05,0.56642,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-14,8,0,1,6083,1.191e-05,0.552673,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-14,9,2,26,13635,1.178e-05,0.54641,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-14,10,21,27,2997,1.077e-05,0.499907,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-14,11,0,18,8922,1.054e-05,0.489149,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-14,12,8,16,6513,1.041e-05,0.482792,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-14,13,18,27,3066,9.5e-06,0.440736,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-14,14,0,1,6421,9.22e-06,0.427638,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-14,15,0,19,2158,9.12e-06,0.423078,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-14,16,19,27,14265,8.77e-06,0.406846,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-14,17,0,1,6381,8.39e-06,0.3891,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-14,18,0,1,11167,8.32e-06,0.386119,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-14,19,0,1,10345,8.3e-06,0.385164,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-14,20,0,1,8489,8.19e-06,0.380193,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-15,1,0,2,16200,3.317e-05,1.0,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-15,2,0,33,6051,2.771e-05,0.835322,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-15,3,24,33,4640,2.613e-05,0.787847,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-15,4,1,30,14349,2.477e-05,0.74684,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-15,5,0,1,16229,2.314e-05,0.697605,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-15,6,1,1,11660,2.112e-05,0.63683,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-15,7,16,33,9223,2.028e-05,0.611239,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-15,8,2,32,13635,1.961e-05,0.591179,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-15,9,0,1,6083,1.874e-05,0.564933,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-15,10,0,24,8922,1.71e-05,0.515544,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-15,11,21,33,2997,1.642e-05,0.494947,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-15,12,0,1,6421,1.416e-05,0.426848,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-15,13,0,25,2158,1.397e-05,0.420996,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-15,14,18,33,3066,1.371e-05,0.4133,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-15,15,0,29,16200,1.312e-05,0.395509,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-15,16,0,1,6381,1.307e-05,0.393955,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-15,17,0,1,11167,1.283e-05,0.386884,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-15,18,0,1,8489,1.265e-05,0.381281,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-15,19,0,1,10345,1.25e-05,0.376718,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-15,20,0,1,4855,1.244e-05,0.374983,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-16,1,0,2,16200,3.425e-05,1.0,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-16,2,0,32,6051,2.682e-05,0.782888,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-16,3,24,32,4640,2.582e-05,0.75389,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-16,4,0,1,16229,2.5e-05,0.729863,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-16,5,1,29,14349,2.468e-05,0.720398,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-16,6,1,1,11660,2.209e-05,0.644942,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-16,7,0,1,6083,1.941e-05,0.566526,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-16,8,2,31,13635,1.93e-05,0.563392,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-16,9,16,32,9223,1.921e-05,0.560847,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-16,10,0,23,8922,1.642e-05,0.479451,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-16,11,21,32,2997,1.628e-05,0.475296,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-16,12,0,1,6421,1.491e-05,0.435292,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-16,13,0,1,11167,1.4e-05,0.408805,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-16,14,0,1,6381,1.385e-05,0.404394,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-16,15,0,1,4855,1.353e-05,0.395046,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-16,16,0,1,10345,1.348e-05,0.393599,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-16,17,0,1,8489,1.341e-05,0.39147,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-16,18,0,24,2158,1.337e-05,0.390463,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-16,19,20,32,9550,1.334e-05,0.389334,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-16,20,18,32,3066,1.329e-05,0.388022,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-17,1,0,2,16200,2.726e-05,1.0,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-17,2,0,27,6051,2.18e-05,0.79985,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-17,3,0,1,16229,1.992e-05,0.731031,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-17,4,1,24,14349,1.924e-05,0.705926,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-17,5,1,1,11660,1.798e-05,0.659572,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-17,6,24,27,4640,1.697e-05,0.622772,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-17,7,16,27,9223,1.631e-05,0.598558,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-17,8,2,26,13635,1.626e-05,0.596723,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-17,9,0,1,6083,1.558e-05,0.571761,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-17,10,21,27,2997,1.339e-05,0.491353,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-17,11,0,18,8922,1.287e-05,0.472344,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-17,12,0,1,6421,1.205e-05,0.442286,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-17,13,18,27,3066,1.182e-05,0.433663,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-17,14,19,27,14265,1.144e-05,0.419629,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-17,15,0,19,2158,1.115e-05,0.409045,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-17,16,0,1,10345,1.094e-05,0.401213,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-17,17,0,1,6381,1.087e-05,0.398695,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-17,18,0,1,11167,1.064e-05,0.390452,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-17,19,0,1,8489,1.062e-05,0.38981,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-17,20,20,27,9550,1.059e-05,0.388449,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-18,1,0,2,16200,2.895e-05,1.0,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-18,2,0,27,6051,2.289e-05,0.790552,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-18,3,0,1,16229,2.11e-05,0.72878,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-18,4,1,24,14349,2.016e-05,0.696336,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-18,5,1,1,11660,1.893e-05,0.653918,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-18,6,16,27,9223,1.784e-05,0.616292,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-18,7,2,26,13635,1.773e-05,0.612315,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-18,8,24,27,4640,1.754e-05,0.60592,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-18,9,0,1,6083,1.642e-05,0.567106,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-18,10,21,27,2997,1.434e-05,0.495188,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-18,11,0,18,8922,1.375e-05,0.47502,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-18,12,0,1,6421,1.278e-05,0.441582,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-18,13,18,27,3066,1.255e-05,0.433357,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-18,14,0,19,2158,1.198e-05,0.413896,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-18,15,19,27,14265,1.173e-05,0.405139,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-18,16,0,1,10345,1.156e-05,0.39927,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-18,17,0,1,6381,1.142e-05,0.394539,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-18,18,0,1,11167,1.133e-05,0.391207,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-18,19,0,1,8489,1.128e-05,0.389433,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-18,20,20,27,9550,1.112e-05,0.384111,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-19,1,0,2,16200,1.804e-05,1.0,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-19,2,0,32,6051,1.657e-05,0.91842,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-19,3,1,29,14349,1.536e-05,0.851602,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-19,4,0,1,16229,1.35e-05,0.748176,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-19,5,24,32,4640,1.237e-05,0.685621,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-19,6,21,32,2997,1.154e-05,0.63974,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-19,7,1,1,11660,1.153e-05,0.639079,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-19,8,16,32,9223,1.139e-05,0.631528,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-19,9,0,1,6083,1.11e-05,0.615343,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-19,10,2,31,13635,1.091e-05,0.604444,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-19,11,0,23,8922,9.83e-06,0.544795,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-19,12,18,32,3066,9.32e-06,0.516711,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-19,13,19,32,14265,8.74e-06,0.484344,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-19,14,0,24,2158,8.38e-06,0.464378,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-19,15,0,1,6421,8.22e-06,0.45545,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-19,16,20,32,9550,8.11e-06,0.449569,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-19,17,23,32,13869,7.7e-06,0.426688,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-19,18,25,32,1728,7.62e-06,0.422486,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-19,19,0,1,6381,7.51e-06,0.416201,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-19,20,0,28,16200,7.36e-06,0.407964,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-20,1,0,2,16200,2.051e-05,1.0,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-20,2,0,27,6051,1.704e-05,0.830703,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-20,3,1,24,14349,1.497e-05,0.729744,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-20,4,0,1,16229,1.466e-05,0.714851,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-20,5,24,27,4640,1.408e-05,0.686306,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-20,6,1,1,11660,1.272e-05,0.620111,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-20,7,16,27,9223,1.263e-05,0.615792,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-20,8,2,26,13635,1.199e-05,0.584347,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-20,9,0,1,6083,1.161e-05,0.565865,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-20,10,21,27,2997,1.104e-05,0.538083,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-20,11,0,18,8922,1.052e-05,0.513003,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-20,12,0,19,2158,9.14e-06,0.44563,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-20,13,18,27,3066,9.13e-06,0.444958,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-20,14,0,1,6421,8.91e-06,0.434266,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-20,15,20,27,9550,8.38e-06,0.408497,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-20,16,19,27,14265,8.35e-06,0.407181,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-20,17,0,1,6381,8.2e-06,0.399957,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-20,18,0,23,16200,7.95e-06,0.387402,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-20,19,18,27,12875,7.92e-06,0.386216,pos
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-20,20,0,1,11167,7.9e-06,0.385355,pos
